time_s,x_m,y_m,z_m,range_median_m,residual_rms_m,positive_range_ratio,condition_number
0.07924318313598633,272.1982130979163,163.63592855552636,121.05178072620923,2.371044104911717,0.010711296316789513,1.0,17516.021459831667
0.17841196060180664,273.0672993188164,164.04810420888302,121.43616276693076,1.3436096690283974,0.009550873150536505,1.0,15277.593019185537
0.27823400497436523,272.7563569050698,163.88914056175284,121.2891809432749,1.7339787687154722,0.0087508737762169,1.0,10305.34871264422
0.3779871463775635,273.1440458520194,164.0600308671662,121.47796027721179,1.2710424521489112,0.005981389241483189,1.0,9207.51347192964
0.47800207138061523,272.76261860540103,163.88886318072454,121.31972560966277,1.7248706092758905,0.013144202452234714,1.0,11931.598375458047
0.5782730579376221,273.235795523962,164.08411323853096,121.54188866513195,1.1681634994829266,0.00709259550410402,1.0,7407.0342750033915
0.6784820556640625,272.24590875928186,163.70027570185542,121.10091046020361,2.3208043340712856,0.01534259809781696,1.0,13650.334787545653
0.7786331176757812,272.9215540038398,163.95330345294477,121.42725393655994,1.5352009815933096,0.005035298207582227,1.0,14577.905460450502
0.8783071041107178,272.8468652746313,163.91468925152589,121.40775757874322,1.6206127639587369,0.018995792355662573,1.0,39354.59072512827
0.9788739681243896,272.5990990965565,163.80717940424876,121.30047112678048,1.9078850797381832,0.013837703877503783,1.0,62444.095213867135
1.279008150100708,272.8176801293459,163.78230157699667,121.35451051697072,1.665728888321365,0.013440932216631438,1.0,51484.081145877084
1.4786980152130127,272.15518369373217,163.50096431050468,121.03549480426653,2.4468397506346067,0.014066505704996327,1.0,27933.98960499462
1.5801119804382324,272.91984285885803,163.74818579306069,121.41336958834245,1.5536908745442166,0.007835627623904887,1.0,19321.022685944634
1.6788179874420166,274.1449923158682,164.13472168536748,122.0184810286199,0.1273456903021284,0.016910991513114565,1.0,30124.33083836898
1.878026008605957,274.06853927216156,164.04063685602077,121.98851849021013,0.21568912547063956,0.01785591246830495,1.0,9091.156510003017
1.9782111644744873,273.4872919427376,163.81115767463788,121.73327034222272,0.8837304087778676,0.0169794299249115,1.0,54461.39822982358
2.2784230709075928,272.6605295680426,163.40450787861863,121.30309326496726,1.8273253617824539,0.029996408722388773,1.0,58446.555210597086
2.3781189918518066,268.4073741676058,161.8832166008153,119.49837939948748,6.651678522016672,0.0282881317262788,1.0,62614.413660518454
2.478391170501709,269.9250038520394,162.35295459514867,120.08866589915418,4.897325155276081,0.041269531757433704,1.0,41046.49035220369
2.5869300365448,271.61818048583314,162.8867229073154,120.7188881432927,2.9675404380959733,0.040147968660257875,1.0,84008.02311839633
2.979793071746826,270.44019479912185,162.23028304264477,119.81778652987873,4.145909705053609,0.038283281283331805,1.0,47272.97589022699
3.0780181884765625,270.3321331150938,162.12338739442657,119.74807672402187,4.194010912289219,0.03452729650778654,1.0,24175.58280027263
3.1793100833892822,265.92933645255914,160.510797239893,118.0367466903862,9.079362287469285,0.03472692531167905,1.0,72710.70004660725
3.4788830280303955,264.57140996444843,159.7626437470675,117.18987535603206,10.270578951972778,0.04684985817412085,1.0,89041.29348276263
3.6789729595184326,270.00945828105375,161.56538925675721,119.13077700259727,3.8139252643460377,0.04107433675902024,1.0,123091.12188351614
3.779208183288574,271.28472168059443,161.96002101276815,119.56745800973262,2.175380340757442,0.04180584354021262,1.0,34926.901252133655
4.082540035247803,253.9065419981741,155.186303639739,112.75232955873251,21.176606331667468,0.029797830906194932,1.0,453684.2323285913
4.178336143493652,258.9931181988865,157.08248436888408,114.64980016786009,15.163718651047706,0.023915723062540528,1.0,160791.13184025115
4.279124021530151,261.65015556165497,158.0740306901315,115.61941609166888,11.757298288058857,0.018470349761160385,1.0,84155.21997957052
4.677963018417358,266.90143574080594,159.72367415345408,117.24514396900443,4.44350801661263,0.05696037748877009,1.0,70687.42652530229
4.779045104980469,268.0518559808204,160.074194962454,117.59820386116658,2.763662276460187,0.0441858748504896,1.0,26175.421909099772
5.280683994293213,266.4282709513866,159.03217147974343,116.74854152807612,2.2307220687452176,0.026722139880458122,1.0,173881.66342607033
5.381752014160156,262.534762743784,157.35575698994566,115.27226706695004,6.1512865206344,0.013890946005915734,1.0,53229.2674116635
5.478556156158447,261.9304914334448,157.09446325623895,115.04711969304665,6.257330619437475,0.02034460467995045,1.0,27259.59896660798
5.578986167907715,261.630784036883,156.94442844906135,114.92191681637901,6.059977223204777,0.02462295977815262,1.0,37071.36354138947
5.678184986114502,264.4932721884238,158.02836545240058,115.97307707489358,2.07409701738484,0.03615009310679625,1.0,17689.57416346768
5.779213190078735,264.00649156532114,157.76616268282822,115.76724536698414,2.155449616051539,0.04455809903737811,1.0,334777.4697971946
5.878779172897339,264.9628419393474,158.08333411957125,116.0392927160578,0.44420915827638263,0.04051336435312229,0.7777777777777778,533833.1271076818
5.980273962020874,260.833798737754,156.37579790564862,114.53024550115622,4.439219403573171,0.039927688032041025,1.0,147620.21453758166
6.083696126937866,252.63718813401292,153.10333607585434,111.60614722642062,12.939072780690225,0.018001431130391092,1.0,105916.74782150815
6.1789710521698,257.2935369935092,154.90869393351008,113.21282681565324,6.9319214567827325,0.02019467384698806,1.0,40350.74540585197
6.279256105422974,261.91571719967857,156.6137171741519,114.77006828494616,0.9308463626931851,0.04174156930107732,1.0,66685.0286294086
6.980914115905762,255.02650516524662,153.27831085996186,112.31936847028773,3.1055810371735193,0.031341880679977716,1.0,47763.90347831646
7.080278158187866,247.90004423561342,150.25130502392685,109.99853244975787,10.199041552818057,0.02580050786228512,1.0,200884.84487205144
7.178197145462036,249.226981001456,150.7764793417769,110.42466411849956,7.803216407407588,0.011860555433409954,1.0,37937.87753383518
7.278402090072632,248.6785615365432,150.54512731510792,110.26405301347218,7.50555587976723,0.026239688079143435,1.0,40055.848687271784
7.381678104400635,250.84426117863325,151.34156903923508,110.93996740041906,4.32366433140898,0.047285698674934554,1.0,56509.815979261744
7.477972984313965,246.57384540482556,149.60039380735532,109.47901222317061,7.941945190213132,0.037938423746906674,1.0,53040.20709611843
7.577915191650391,237.54758302083616,146.07830278375974,106.39414509564158,17.10512826930671,0.04210644233161404,1.0,284434.91797703423
8.577908992767334,233.207050080001,142.83351813779228,105.59043621179376,11.210371240176883,0.02701176463432562,1.0,269548.1704803554
8.679325103759766,234.16459704832494,143.2207526276816,105.8642324349705,8.935474713945112,0.013160139903090883,1.0,42534.05479823267
8.779121160507202,226.4516472847133,139.99631366653742,103.44482700386313,16.39826067656619,0.0228964812999262,1.0,205437.07897849832
8.877849102020264,229.69472440628311,141.30274190146488,104.48272323392106,11.469389646793761,0.03535552347999171,1.0,210569.46653888124
8.979052066802979,231.75074924508152,142.1026117370415,105.17463813595403,7.765818944602987,0.03690347120055096,1.0,75897.15149157145
9.078914165496826,222.2543060561477,138.26294722232765,102.3060813136675,16.980185924361518,0.04007626234090816,1.0,186966.9966382312
9.578886985778809,226.63268999145888,139.48858021394523,103.907811508791,5.4203349493406225,0.02414296001128273,1.0,43573.12319357671
9.678276062011719,225.04805575320452,138.81304222425823,103.46294450449342,5.71141466741868,0.047880461013401536,1.0,39465.63118698088
10.07905101776123,209.10864762566328,131.9806792882454,99.00135932342658,17.924550787632015,0.04441547512018743,1.0,241923.0497877602
10.178564071655273,222.665318539897,137.54263060771578,103.08067335759841,1.1720176391189006,0.03515810962614062,0.8888888888888888,72258.8756129109
10.878606081008911,209.241869455732,131.66708367881057,99.65156740938905,5.001367958280207,0.04209911298996739,1.0,44914.20394955467
11.078363180160522,203.64781994935305,129.2181528245507,98.25177819363536,7.859183654932139,0.04394108267841308,1.0,70152.0288472464
11.178030967712402,204.93938711301053,129.80021664095503,98.63784394486646,4.7492906649738575,0.020346769647552075,1.0,186339.0794150897
11.277872085571289,200.44897341121145,127.86644006833616,97.44723571156345,8.017825839706664,0.04180808804902299,1.0,26262.765787803866
11.478440046310425,202.33194685335343,128.7169287363554,98.18079970642749,2.207931188425418,0.09926175182469273,1.0,11877.28967280496
11.577974081039429,200.77977900793155,128.00323273883706,97.82458968886723,2.519184910321489,0.010735644745757743,1.0,16198.404255094953
11.678286075592041,200.10468191958688,127.7205430935136,97.68365508251075,1.584490304317669,0.06852996797635666,1.0,13521.146626097265
11.878417015075684,192.16338944244146,124.02052125934428,95.59802336777976,6.633546630148107,0.07875969135743568,1.0,35024.7762323884
11.97854208946228,194.48168176844894,125.24081648560696,96.34413883970713,2.1128488095208424,0.05454232869217553,1.0,7624.416926151455
12.078472137451172,191.42454838609507,123.89573415065702,95.52157245590877,3.5232915102131943,0.11774805562205266,1.0,12417.961983679701
12.278279066085815,189.42869143119614,123.12677336409472,95.16383174414668,2.087625531161861,0.058772611174454766,1.0,12576.337350712416
12.379400968551636,185.80655360431803,121.63552710759244,94.07684735497003,4.288265864165061,0.023122155390425857,1.0,25533.777423871656
12.478698968887329,176.53772513805995,117.92363171606871,91.20752061476189,12.747973790184977,0.06135424545996162,1.0,64548.336304375676
12.578863143920898,184.2588393451443,120.9262880849058,93.75827915248858,2.1806689963115344,0.04535817325511064,1.0,65509.3890593536
12.678121089935303,183.89315658003366,120.71081527758551,93.76659113457754,0.779686209822624,0.10521507754146954,0.7777777777777778,31960.861178996114
13.079110145568848,169.87162025437593,114.50207976438269,89.76652237715895,8.855098800196966,0.014303551211640968,1.0,34256.786588204086
13.178208112716675,170.1046869324409,114.60690093957986,89.8479175673643,6.709416678540555,0.018504767673955574,1.0,37130.17422820417
13.277920007705688,164.79617940863156,112.30050602648366,88.1069122775725,10.722920418922957,0.04370656218977982,1.0,26872.503320353408
13.37848711013794,168.5756712044686,113.97782782456194,89.47265596248462,4.456121226498638,0.04225641728398467,1.0,121660.45560282146
13.481422185897827,162.69949827526332,111.44795281189953,87.51346761111779,9.35963854326695,0.056943970676946,1.0,16343.09764733895
13.87875509262085,157.4108330222485,108.8795358568804,86.20194261014954,7.616732948117745,0.03679954582388071,1.0,8786.59198838301
13.97895097732544,160.34477780379467,110.24010394181408,87.22813714627591,2.629074714842514,0.015078118502763548,1.0,12237.270481014843
14.078350067138672,151.0626004899498,106.02811194175658,83.903435836891,11.401154461175572,0.06308931673145167,1.0,23396.96363396361
14.378600120544434,153.5451084547124,107.25909258511034,85.1808926435206,2.5762290788577014,0.020821500393157773,1.0,16556.64449983663
14.478513956069946,152.09665532760533,106.60303281987508,84.67154891147652,2.243591274923679,0.020427390175553832,1.0,2938.6195390201924
14.579334020614624,149.33720851641243,105.39513951895346,83.58134708631657,3.7637086269045605,0.03687165544134994,1.0,4650.257150784883
14.678699016571045,135.3527870311932,99.41186233502245,77.65325655754685,18.226141403652164,0.07756743236779402,1.0,52381.34456739096
14.878360033035278,140.50995037058337,101.59003049513835,80.1445000174903,8.172946076633579,0.04084871162479548,1.0,31828.313984979002
14.97804307937622,140.9928614335492,101.7447606594812,80.34930305236317,5.899461784827316,0.015458976397001918,1.0,13886.00761374103
15.079025983810425,139.27770444790872,101.0136441861001,79.57109033070729,5.851328846919591,0.0482494492459134,1.0,7066.059936053994
15.177983045578003,142.17002814764788,102.04021677994764,80.98238591220034,0.5973219395354841,0.07516613404535956,0.7777777777777778,62322.8784924519
15.679485082626343,123.51133639030535,94.27677712654537,73.1083504618259,13.161343802549576,0.04722894011977795,1.0,41213.722248879756
15.778293132781982,128.80215455621283,96.22373163186619,75.4406698976483,5.360932022473887,0.04652243255495797,1.0,13428.519761297328
15.878690004348755,129.87822787896118,96.51971589223183,75.87774265741687,2.5410111081853666,0.07708704936866952,1.0,1738.947658453502
16.278123140335083,123.08848261449437,93.48496045782456,73.23507545671121,3.355016037138188,0.06103128792698559,1.0,7346.741865394074
16.478626012802124,119.80656865444752,92.22036910098173,71.6997527903064,3.65113006237596,0.06379689148406414,1.0,2505.4176334490826
16.578257083892822,116.2255771135488,91.10654087801214,70.14888588207843,6.252204807804603,0.03345000928809612,1.0,3013.813963441819
16.678121089935303,113.11600571636453,90.25132218335644,68.92328033570612,7.94558148730761,0.10558204176977685,1.0,4868.400065830637
16.77932596206665,107.29009196243528,88.80277585808746,66.66184393384806,12.74686897075601,0.09728693878971939,1.0,10473.154141702478
17.57962703704834,105.23292810523691,85.94416071550435,65.21952867025777,1.9180041089962923,0.048918111078464666,1.0,23881.014951823203
17.6786470413208,99.64528509787647,84.07826632037396,62.93243955240333,6.51050208413269,0.06100085985332255,1.0,18816.778252698947
17.7782301902771,93.99359912903392,82.1842672840501,60.555344688972475,11.101374264667145,0.04237022734819971,1.0,470117.8188251785
17.878225088119507,94.91731221048212,82.43599917886034,60.971787422923384,8.107491669784297,0.019008727005249925,1.0,21135.386713168733
17.97836208343506,99.44100311281625,83.8057981244222,62.99453868848699,1.3855836337168985,0.04572283589459601,0.8888888888888888,24398.56670270373
18.17855405807495,92.36346530118823,81.52992019252046,60.056129697749846,5.726007901013306,0.019533120307906163,1.0,27350.812610351524
18.281463146209717,92.05228222872194,81.4086417591568,59.98490639762504,4.08574467777454,0.06531202241381132,1.0,21545.2554755011
18.37874412536621,92.17163226295807,81.39366593120661,60.0812745814817,2.19298622525672,0.04341456674701008,1.0,1021.0912530908748
18.477972984313965,87.03540497385156,79.9366864013865,57.45873510099643,6.367979469867851,0.06475180268612143,1.0,2933.042464223938
18.878190994262695,85.22964124757472,79.020645595264,57.2971016918258,1.2094565472667687,0.028809472027820072,0.7777777777777778,1121.6962145139582
18.978060007095337,83.92001021796264,78.59328407238888,56.64991551812729,0.9264350023835092,0.03923511571128659,0.7777777777777778,5006.786131575762
19.278369188308716,77.7562596136797,76.54235129195747,53.590977011155346,2.5894178789483293,0.02411233446022032,1.0,8833.35395204604
19.377933979034424,75.31176712137824,75.75158241451464,52.289057756458604,3.824744093659853,0.02626507136905304,1.0,8508.547253865332
19.479438066482544,73.34273202538573,75.12994009406347,51.20863343305212,4.680703542402172,0.03964499255805974,1.0,16034.033123149184
19.67823100090027,73.83775230149747,75.28950959549199,51.715064777519444,0.7234366434276469,0.04620283925008409,0.7777777777777778,10368.437162060274
19.779303073883057,72.1124743504477,74.67612464854362,50.76861102658661,1.2826612522213376,0.03146426786775341,1.0,4788.478164440274
19.877971172332764,70.42817530144902,74.02357571898553,49.80972821714098,1.8707064270339224,0.04125699859676234,1.0,4173.977902783873
19.978706121444702,68.78088871078867,73.31236609652582,48.87827557964002,2.6072045731892897,0.06223302237146618,1.0,1710.4207182085834
20.67803406715393,64.72731147521137,71.77539281297872,48.271752015959734,0.3202940440179754,0.10771177104484228,0.7777777777777778,479.3883967204583
20.78084397315979,63.31085103704332,71.30059095825294,47.79820488911695,1.1110451330771671,0.027025220873588475,1.0,569.1495028368976
20.878879070281982,61.48309425848764,70.8762209782099,47.06474698128112,2.3778070893872156,0.03231690737243712,1.0,595.6466823811634
20.979039192199707,59.50661855375224,70.58887259892525,46.2526061504896,3.649298378486085,0.06048122820301738,1.0,1035.4788144762463
21.078078031539917,55.4793594114062,70.25363913710832,44.677054471314676,7.273678532830444,0.0630146581217898,1.0,3063.469149104248
21.87848711013794,50.15100128921,66.6159571486763,39.21680282013064,7.294788899803809,0.3273182192094899,1.0,7613.596817463196
22.179473161697388,52.599699441842596,66.60358318065161,38.43958475540273,2.307766318776852,0.22249602047423794,1.0,8913.138223169955
22.280506134033203,49.051413537707404,65.33274706976408,36.316100685505056,5.4401310540734045,0.32018241616005055,1.0,17525.843305419476
22.377971172332764,25.622657985140446,57.5824421873938,25.876679736053834,31.116316562366073,0.11443904420185197,1.0,27302.91051013245
22.478249073028564,36.72368979824671,61.26150282231102,30.258288353988203,17.329060858910612,0.22091292365772322,1.0,7140.497433595618
22.579387187957764,43.789264836271826,63.59730850803132,32.774101660911974,8.293421010946041,0.15429783960400362,1.0,3124.4520244666373
22.678500175476074,45.692798837373864,64.19535387384877,33.12605823869555,5.250505210759688,0.23182053458282034,1.0,2723.946910910599
22.7792911529541,45.728065193247815,64.22532885102352,32.738832256577986,4.0704481123653355,0.16098846379533532,1.0,2850.559259348838
22.879194021224976,36.56340846693475,62.53085305633117,29.080142331527743,12.846108980871904,0.16263334284375636,1.0,12556.277772111584
22.97866201400757,37.01892991405571,62.54064354435821,29.057526328487768,11.062444533083804,0.08163168694641598,1.0,6196.619230298372
23.078996181488037,39.8499101513909,62.85447211511665,29.98817462048901,6.866775575427813,0.09418233188414188,1.0,6615.5931573640655
23.679363012313843,37.285160679991826,61.33768125077054,29.132756855019593,1.3059569421415134,0.1421275195254669,1.0,7727.636779847663
23.778337955474854,36.190192074585184,61.03214847093432,28.93913545140147,0.9050908970793505,0.04430688531581932,0.8888888888888888,9868.693906412853
23.878610134124756,24.98888921537941,57.80059126710379,25.43646220501705,11.43872035071374,0.04675297132590619,1.0,26816.285435291495
23.97828197479248,31.29217295424104,59.68401912353211,27.503820903462003,3.195575964607507,0.049265889730249576,1.0,8535.640349278348
24.079100131988525,27.601338197641414,58.70483061408667,26.315182823994974,5.524341906186983,0.11457087067110015,1.0,12012.210634192708
24.278675079345703,19.746892881129817,56.84075968428543,23.77511620619124,10.68276478679757,0.0537973822462085,1.0,19119.27620106434
24.978722095489502,17.27384679935519,56.49466945184083,23.11388936060814,1.327452663646422,0.013686409409686247,0.8888888888888888,12526.094142725724
25.077883005142212,14.969156810329443,55.986335831141595,22.273338501348398,2.001834124889705,0.04234842647368439,1.0,11460.43722931665
25.278449058532715,9.303643443235224,54.79538673543577,20.19447399392684,4.3775834506133275,0.04465637847152202,1.0,135797.5233044747
25.377994060516357,9.962132938009187,54.88744042798149,20.368645649343307,1.9071821763310735,0.021413557952299826,1.0,78787.89244826895
25.477898120880127,6.969806133763764,54.25086432080107,19.378373112253527,3.4170108993362787,0.024917857691432347,1.0,196263.5453058584
25.578399181365967,5.510407017167258,53.926721725996536,18.89746262606213,3.1561820347940044,0.01209766405507859,1.0,123205.36763961724
25.977813959121704,-2.255595679092618,52.31044258368483,16.40429766718784,4.184999145757882,0.018290989468088787,1.0,42224.38394393514
26.078001976013184,-8.408573116607908,51.05762603457427,14.358606998482069,8.727723429976528,0.03227654399341531,1.0,12976.19182460431
26.27819800376892,-13.874408324117624,49.97601226663952,12.638871685502307,10.942198830661974,0.08194860996263229,1.0,11086.185371580728
26.377947092056274,-11.734975637925954,50.4182048092649,13.462219677850532,6.935462893958696,0.046566787574832874,1.0,24189.191737389825
26.777992010116577,-16.70833780506834,49.6235745551397,12.241928403097978,4.55950887137392,0.017517605913389703,1.0,19425.37240625542
26.878892183303833,-20.044506532600344,49.08224583169669,11.031913830745209,6.372158895688215,0.051695985040589955,1.0,12536.290828579566
27.07838797569275,-22.0686274249758,48.70318373023654,10.350576558919192,5.035705357656694,0.0543311371597113,1.0,13877.376124637587
27.379736185073853,-23.814692641767387,48.32000680460802,9.858852885146698,1.0015049627270334,0.06338719448186844,0.8888888888888888,151.24691779120403
27.477890014648438,-25.51252389076307,47.80249248848778,9.055378873983205,1.2087271845176235,0.10663183302524461,0.8888888888888888,125.12139401439615
27.578283071517944,-33.27639016908188,45.4643045363691,2.8855760960294408,8.076155104481781,0.680131384997559,1.0,101.98081422264679
27.67866015434265,-29.984514493405285,46.62176713961121,4.346008856027857,3.125903020519832,0.18478476289354814,1.0,313.00484863897066
27.782355070114136,-32.15862384221045,45.70203609659355,3.2779519646298283,4.255266417018728,0.2430522453997112,1.0,397.8226129378298
27.878457069396973,-31.51938989961754,45.57364682305541,4.0982058480367956,2.2448023271253033,0.29744044835562694,1.0,109.57753177127
27.979109048843384,-32.841181387540196,44.50486920343213,3.407677150240149,2.916320378164171,0.37654413183293606,1.0,168.03101147548637
