time_s,x_m,y_m,z_m
0.0,-6.8952342171342025,24.62191509021156,1.4210854715202004e-14
0.018566131591796875,-3.279437987958829,26.780701319916062,1.4210854715202004e-14
0.03813600540161133,-2.3335282910657043,27.177309453677765,1.4210854715202004e-14
0.058509111404418945,-1.595019111346062,27.41238352170464,-1.4210854715202004e-14
0.07924318313598633,2.660307806274602,29.82812270673719,1.4210854715202004e-14
0.09801816940307617,4.404259831448826,30.83920364308318,0.0
0.11895203590393066,5.960727655615472,31.829833982296492,0.0
0.13849902153015137,8.544533034596782,34.01584946576028,0.0
0.15868496894836426,9.17629180989536,35.39717401742408,0.0
0.17841196060180664,13.459345481232901,38.52254869579761,0.0
0.20136499404907227,15.633375764341963,39.88821808483388,0.0
0.22077512741088867,10.782296693402486,38.76163191392939,0.0
0.23828506469726562,11.989004874576551,39.506661801047215,1.4210854715202004e-14
0.258695125579834,15.126606785113097,41.6208125280729,-1.4210854715202004e-14
0.27823400497436523,19.18071200034956,45.51599524383241,1.4210854715202004e-14
0.29803013801574707,22.094216720548587,47.17462988263969,-1.4210854715202004e-14
0.3183591365814209,12.390637587589481,44.83000311513655,0.0
0.33885717391967773,16.134200925595962,47.16803900000559,0.0
0.35841798782348633,9.974766101292687,45.84617418693723,0.0
0.3779871463775635,11.882126186465712,47.067469980730834,0.0
0.39844512939453125,7.63313158931436,46.45440776697666,1.4210854715202004e-14
0.41835618019104004,2.2989989875255787,45.184725848266055,1.4210854715202004e-14
0.43798017501831055,7.477254520045506,48.22744458699309,1.4210854715202004e-14
0.4593939781188965,4.251038177476801,48.25954056802185,0.0
0.47800207138061523,6.060117757314913,49.47915660592719,-1.4210854715202004e-14
0.5057611465454102,3.177149004510227,49.388526478412516,0.0
0.5178999900817871,5.497595267795873,50.820926973286674,-1.4210854715202004e-14
0.5382289886474609,9.270337383163508,54.940420478440885,0.0
0.5579721927642822,11.130730736881276,56.33903770959684,0.0
0.5782730579376221,10.613504220781465,57.782250159530165,-1.4210854715202004e-14
0.5989241600036621,6.800805276993515,58.01197070228321,0.0
0.618117094039917,6.504348698512899,59.40238680780402,0.0
0.637937068939209,10.807458001502823,61.84119852105455,1.4210854715202004e-14
0.6581640243530273,6.171065533809667,61.30551016844598,-1.4210854715202004e-14
0.6784820556640625,7.395402891449294,63.01300609930773,0.0
0.6978700160980225,10.613688699091313,64.8852598183683,1.4210854715202004e-14
0.719041109085083,8.248023225378347,65.02556373519673,0.0
0.7379531860351562,10.967710319327352,66.67947404964667,-1.4210854715202004e-14
0.7585179805755615,11.184490145101279,67.72070714298619,1.4210854715202004e-14
0.7786331176757812,12.996257874417495,68.89827501902195,0.0
0.7985851764678955,13.417776890414189,70.45042661111204,-1.4210854715202004e-14
0.8179161548614502,17.249942954760456,72.4344149239823,0.0
0.8381681442260742,16.000515350006765,73.00446144328873,0.0
0.8594331741333008,11.442937099049914,72.14322470003103,0.0
0.8783071041107178,9.786726427806968,71.97471350531278,0.0
0.8979840278625488,13.556079363023855,73.52920350098351,0.0
0.9182360172271729,10.655982038474406,72.88904626630274,1.4210854715202004e-14
0.9379901885986328,15.225945111374756,74.60674406922064,0.0
0.9581961631774902,12.148152711119963,73.75116380407133,1.4210854715202004e-14
0.9788739681243896,9.587608282593692,73.04666053998557,0.0
0.9982960224151611,13.192088661333969,74.63748601568163,1.4210854715202004e-14
1.0234901905059814,17.90098072433932,76.5813760881545,0.0
1.0381290912628174,13.615516118193739,75.30001395746461,0.0
1.058629035949707,13.79181472258216,75.79164585443765,1.4210854715202004e-14
1.0781700611114502,16.81221411200528,77.15193583317382,0.0
1.0993671417236328,19.198047496687764,78.12228602595475,0.0
1.1189420223236084,25.32021996409165,74.96577004467134,0.0
1.138146162033081,28.599566193892485,76.49782688014481,0.0
1.158337116241455,26.429861305662058,75.19088650202781,1.4210854715202004e-14
1.1782140731811523,23.049192657529403,74.31995515983864,0.0
1.1979620456695557,25.46429945982294,75.4463817220071,-1.4210854715202004e-14
1.2202470302581787,20.556061074871252,73.78317495024442,-1.4210854715202004e-14
1.2383301258087158,21.391534304586088,74.93442933731154,0.0
1.2580890655517578,26.034143483274505,77.0374978932335,0.0
1.279008150100708,25.469157120116392,76.79243346559936,0.0
1.299079179763794,29.17266795823224,78.22217557791635,0.0
1.3191630840301514,24.485732752756093,76.42587346456938,-1.4210854715202004e-14
1.337954044342041,26.817553429193083,77.50926543258923,0.0
1.358997106552124,24.284054256769252,76.68874979031723,-1.4210854715202004e-14
1.3779840469360352,28.69831254853753,78.51802211798226,0.0
1.3982980251312256,23.72761790416675,76.45682127380692,0.0
1.4203071594238281,20.83044253073794,75.5237704729286,0.0
1.4380300045013428,22.93301493655042,76.17933889246058,0.0
1.4579510688781738,26.41270230176991,77.46673755539108,0.0
1.4786980152130127,27.31369264310854,77.76843893194112,-1.4210854715202004e-14
1.4985949993133545,27.736549302440864,78.21480092427957,-1.4210854715202004e-14
1.5180091857910156,29.081372107827406,78.84854384115967,0.0
1.5423121452331543,30.11094847193138,80.11738582281781,0.0
1.5578420162200928,32.259879152441755,81.13767193829447,0.0
1.5801119804382324,30.423212659616325,81.23157577492545,0.0
1.5990691184997559,27.895897973960956,81.32598062287997,0.0
1.6184790134429932,30.070973399393836,82.51928563746064,1.4210854715202004e-14
1.639963150024414,21.4532947100233,80.13350694933473,0.0
1.6579229831695557,21.937202007104986,80.56940651353398,0.0
1.6788179874420166,22.63710658552688,80.936059766952,1.4210854715202004e-14
1.6988210678100586,22.693236781542254,80.99602005208291,-1.4210854715202004e-14
1.7185449600219727,21.50059983608179,80.3769136448405,-1.4210854715202004e-14
1.7379779815673828,21.700374180171394,80.48695047743595,0.0
1.7595040798187256,16.2758925835995,78.41648476804362,1.4210854715202004e-14
1.7807960510253906,15.826100354322818,77.96247725110499,1.4210854715202004e-14
1.7985901832580566,10.5486520696669,75.5747178281695,0.0
1.818796157836914,10.034514460195737,74.94747626764955,-1.4210854715202004e-14
1.8382940292358398,7.089160416025379,73.77768614287136,-1.4210854715202004e-14
1.858896017074585,-0.6562750014307426,71.72539176393907,0.0
1.878026008605957,-0.6423825624115693,71.73778756198746,1.4210854715202004e-14
1.8994181156158447,-6.1917857967386,69.71069524359895,-1.4210854715202004e-14
1.9179511070251465,-6.767888235500209,69.34677026172284,0.0
1.938892126083374,-11.08549588516064,68.2053197629279,1.4210854715202004e-14
1.9580941200256348,-10.82093140928572,68.13809994142326,0.0
1.9782111644744873,-11.005261197296022,67.91227991383056,0.0
1.9986519813537598,-14.862948734853376,66.92805850061788,1.4210854715202004e-14
2.0191781520843506,-15.458083184322788,66.67910780791975,-1.4210854715202004e-14
2.039431095123291,-15.953868027102885,66.34362184642444,1.4210854715202004e-14
2.0593421459198,-15.12579541460309,66.44102944226996,0.0
2.077955961227417,-15.065213372176345,66.15530406081722,1.4210854715202004e-14
2.0998830795288086,-13.493258123446708,66.29926218525404,0.0
2.1195290088653564,-16.501934113129323,65.57495512686349,1.4210854715202004e-14
2.138702154159546,-13.879217076816417,66.09976619625759,0.0
2.1583139896392822,-13.799978489173554,66.09194727144923,-1.4210854715202004e-14
2.1791889667510986,-12.137862149372381,65.85074183597354,1.4210854715202004e-14
2.198568105697632,-12.752153862836849,65.62849666603043,0.0
2.219006061553955,-8.18466051876129,67.17959208940042,-1.4210854715202004e-14
2.239454984664917,-11.82810819397082,65.76664825220877,1.4210854715202004e-14
2.2578890323638916,-13.419408761454577,65.11355673972253,0.0
2.2784230709075928,-14.962294370707127,64.53421013104648,0.0
2.2983031272888184,-15.842103555997255,63.98576023377039,-1.4210854715202004e-14
2.3197760581970215,-17.069826354331667,63.30547251067304,1.4210854715202004e-14
2.338642120361328,-16.6630427801432,63.070737449250615,0.0
2.358894109725952,-18.69821486475672,61.837731521337176,0.0
2.3781189918518066,-19.820483221074767,62.15216603515928,0.0
2.3988051414489746,-23.930249607481528,60.94763698102011,0.0
2.417978048324585,-23.697524340442612,60.75018900210452,1.4210854715202004e-14
2.4383440017700195,-23.400692884414354,60.491269903414334,0.0
2.458199977874756,-23.889291317457094,60.06907507187769,-1.4210854715202004e-14
2.478391170501709,-25.138977376309015,59.57739747155682,-1.4210854715202004e-14
2.498110055923462,-31.814025293599116,57.15063143845737,0.0
2.519989013671875,-33.5861451119643,56.23213922937188,1.4210854715202004e-14
2.538299083709717,-30.449717428889414,57.02564401844501,0.0
2.5597801208496094,-31.977004722033712,56.262428808100026,0.0
2.5869300365448,-37.45201271207054,53.75850072367027,0.0
2.598349094390869,-37.69876655542447,53.50099450341564,0.0
2.617913007736206,-37.64708093180661,53.198360519863755,0.0
2.6383111476898193,-35.62848454979786,54.34468963208904,0.0
2.657952070236206,-35.27165485428429,54.136530401237124,0.0
2.678987979888916,-31.173960044540536,55.44001610575883,0.0
2.6981611251831055,-30.824579025103617,55.48750845779692,0.0
2.720759153366089,-29.151622770125243,55.9040905791457,1.4210854715202004e-14
2.739586114883423,-29.767317808793848,55.541181100459454,0.0
2.757841110229492,-29.800300213321577,55.492321176090954,0.0
2.778712034225464,-28.793662201087955,55.531509540960016,0.0
2.7978761196136475,-28.397271778576,55.791292727569484,0.0
2.82045316696167,-28.861871020787646,55.71776494125811,0.0
2.839388132095337,-27.745306979537702,56.51963213155473,-1.4210854715202004e-14
2.8587450981140137,-27.20062693061226,57.64304494270037,1.4210854715202004e-14
2.8779211044311523,-26.505218574237915,57.92306774138197,0.0
2.8984320163726807,-22.254417281180167,59.33087472155239,0.0
2.917999029159546,-21.96410353566762,59.38104380474164,0.0
2.9381661415100098,-22.104822432108733,59.16420445908554,0.0
2.9612929821014404,-22.19620507967096,58.83512834853087,0.0
2.979793071746826,-27.7392039901506,56.5790682646054,0.0
2.998274087905884,-27.727546105534714,56.58097966236599,0.0
3.0188701152801514,-29.47490358793499,55.51520278055183,0.0
3.0379691123962402,-31.551142508928876,54.606320308866955,0.0
3.05845308303833,-29.63698362316876,55.08281879080002,0.0
3.0780181884765625,-29.853554515621227,55.104476921137774,1.4210854715202004e-14
3.0992941856384277,-35.47416906871939,53.153914631064225,-1.4210854715202004e-14
3.1195850372314453,-40.887626932128114,51.330885645376796,0.0
3.1381311416625977,-43.21353723992712,50.705264524208474,1.4210854715202004e-14
3.1582231521606445,-43.843838324301714,50.82566313957007,0.0
3.1793100833892822,-45.66372006509812,50.39921935487301,0.0
3.198573112487793,-45.7491225232468,50.47783262218377,0.0
3.2192859649658203,-47.312173863928535,50.606405302412526,0.0
3.2382240295410156,-42.74369004699014,52.348146384477445,1.4210854715202004e-14
3.257927179336548,-43.30694736669176,52.044371329156704,0.0
3.278654098510742,-37.20878806900174,54.375361831057205,-1.4210854715202004e-14
3.298336982727051,-36.65073996510529,54.4716561261601,-1.4210854715202004e-14
3.3195719718933105,-31.471817706497973,56.084136288063405,-1.4210854715202004e-14
3.342578172683716,-32.442051158769914,55.519675091002654,1.4210854715202004e-14
3.3581759929656982,-31.230954060769193,55.9286401911566,1.4210854715202004e-14
3.3782601356506348,-32.52513121670938,54.758782995780734,0.0
3.398200035095215,-32.72643246849822,53.82240101078612,0.0
3.4179279804229736,-33.578445146829665,52.958614730814006,0.0
3.4388060569763184,-36.497848431684645,52.09255915605215,0.0
3.4580609798431396,-36.137463643579736,52.06399047957849,0.0
3.4788830280303955,-38.844399354356426,50.24582741312058,0.0
3.498394012451172,-37.82408893893734,50.84883420587221,0.0
3.520536184310913,-40.45906051094005,50.00603266559483,0.0
3.538135051727295,-40.89349843187699,49.76757872337596,1.4210854715202004e-14
3.5579450130462646,-40.220981811324634,49.91528567736087,0.0
3.5780131816864014,-40.694072043806784,49.645399386968606,0.0
3.607393980026245,-38.264072884147595,49.965083648912355,1.4210854715202004e-14
3.6179580688476562,-37.762368321649205,49.95790043437219,1.4210854715202004e-14
3.6387951374053955,-36.232716342956905,50.67866210886689,-1.4210854715202004e-14
3.657971143722534,-36.0678838502547,50.59933481769704,0.0
3.6789729595184326,-37.43933819819591,49.52881830368719,0.0
3.6982030868530273,-33.86620213088298,51.144007252292624,0.0
3.718677043914795,-37.35262823941622,49.93872448428104,-1.4210854715202004e-14
3.73852801322937,-42.20635003048392,48.05515474340487,0.0
3.7578911781311035,-42.43448907134746,47.7204134913508,0.0
3.779208183288574,-45.66754916598666,46.31328857469953,0.0
3.8003549575805664,-48.57416008158043,44.40324441128473,0.0
3.817970037460327,-48.556331794822825,44.39906050212372,0.0
3.845461130142212,-46.85489118646149,44.773011116731254,0.0
3.8601951599121094,-43.793733993510614,45.54543526580386,0.0
3.8781020641326904,-42.43877371603526,45.67229208872769,0.0
3.8981590270996094,-41.33187345852252,45.752989399624184,-1.4210854715202004e-14
3.9196929931640625,-39.60295642804857,46.261256202414415,0.0
3.9388880729675293,-41.49721752098429,44.564310705644814,0.0
3.9579951763153076,-42.207879136292775,44.01484862012673,0.0
3.9797720909118652,-41.83035588008852,43.65445784825316,1.4210854715202004e-14
3.998924970626831,-40.942823959290195,43.87113296538328,0.0
4.018330097198486,-41.688111594653776,43.54970236584501,1.4210854715202004e-14
4.038118124008179,-41.58431082488789,43.577575864107104,0.0
4.058007001876831,-42.18398994728034,43.33785583517948,0.0
4.082540035247803,-41.56257059686243,43.385089342162686,0.0
4.098150968551636,-41.09335488787468,43.6514457709862,0.0
4.118749141693115,-42.91783945329905,43.33262737011695,0.0
4.13830304145813,-43.18469836320975,43.55781027231568,0.0
4.158383131027222,-45.36935258937348,42.60865201103172,0.0
4.178336143493652,-44.448034272868426,43.11178459921487,0.0
4.198110103607178,-45.64035013100522,43.470938516718505,0.0
4.218008041381836,-46.0001575545341,43.12425182636672,-1.4210854715202004e-14
4.238234043121338,-45.87247069297797,43.89843853251075,1.4210854715202004e-14
4.2589850425720215,-44.7190100258353,44.62371857847262,0.0
4.279124021530151,-45.99106286099146,45.196625151224254,-1.4210854715202004e-14
4.299075126647949,-46.52660922331887,44.76866883775122,0.0
4.319004058837891,-49.134788620033476,44.53132381348355,0.0
4.337985038757324,-49.70781696620196,44.33727006233981,1.4210854715202004e-14
4.358527183532715,-51.32586068911775,44.42926922846502,-1.4210854715202004e-14
4.378138065338135,-51.42438344380923,44.29811195923621,0.0
4.3980021476745605,-50.20271617954751,44.57420967937894,1.4210854715202004e-14
4.418473958969116,-49.654894436354255,44.8222913041288,0.0
4.438781023025513,-44.30287212685852,46.41026003562247,0.0
4.457921981811523,-44.80884864375196,46.170454887142014,-1.4210854715202004e-14
4.47854208946228,-44.037906623398555,46.625879448291386,-1.4210854715202004e-14
4.498116970062256,-44.95567836642692,46.25502746791767,1.4210854715202004e-14
4.517940998077393,-44.816239221738556,46.193884188250095,0.0
4.538225173950195,-46.115417955300586,45.01537328503443,1.4210854715202004e-14
4.559457063674927,-45.85326741268244,44.80088041164355,0.0
4.579630136489868,-44.393171603398685,45.2845687534017,0.0
4.598304033279419,-45.27633308738427,44.74761979557715,0.0
4.61798095703125,-44.29026159503428,44.98256565947983,-1.4210854715202004e-14
4.639368057250977,-44.20630717066143,44.05389796750559,0.0
4.658132076263428,-46.12069995311856,43.42946483775857,0.0
4.677963018417358,-46.32222727911369,43.046450182908984,1.4210854715202004e-14
4.698191165924072,-48.04853862929929,42.281522239251956,0.0
4.718151092529297,-49.52538344025305,40.76795244342571,0.0
4.738077163696289,-49.99768251337764,40.315206897709345,0.0
4.757975101470947,-50.99873569451643,39.56200540390792,0.0
4.779045104980469,-54.281764324128346,37.67525367821554,1.4210854715202004e-14
4.798624038696289,-57.67950596659284,35.82078043684122,0.0
4.81953501701355,-57.4975108458969,35.5620823095485,0.0
4.844711065292358,-60.74106639783457,33.53563277242809,0.0
4.857840061187744,-63.35912131844049,32.48412918231665,-1.4210854715202004e-14
4.878926038742065,-62.95574067303892,31.3791151826388,1.4210854715202004e-14
4.898401975631714,-63.773428114792296,29.46205882280512,0.0
4.9187281131744385,-64.40507725726485,26.485950569966803,0.0
4.938503980636597,-64.08273184058356,25.49892250802688,0.0
4.959089040756226,-64.01730080697223,24.89117197312362,0.0
4.979959964752197,-61.86591808292576,23.980950991453682,0.0
4.9992029666900635,-61.529004633631985,23.44538838559356,0.0
5.019679069519043,-61.51123551806154,22.837955700456604,0.0
5.038365125656128,-61.51234622429109,22.734513618674498,0.0
5.058133125305176,-63.07716185019956,20.88663974931066,0.0
5.079442024230957,-62.585297590588425,21.232455938000413,0.0
5.09876012802124,-62.59680420821752,21.04795284252785,0.0
5.118591070175171,-61.157194579837494,20.51141732546759,0.0
5.138836145401001,-55.66572274876444,22.48882031586345,0.0
5.158121109008789,-50.65575388368535,24.072646570727073,0.0
5.17842698097229,-49.431715703998066,25.037809049643243,0.0
5.198714971542358,-45.185336281533466,27.184265319315358,0.0
5.218378067016602,-44.16875239797929,27.64429405199016,-1.4210854715202004e-14
5.238671064376831,-41.037226940256915,29.154054288741293,0.0
5.257934093475342,-40.75593076495551,29.30039731220228,0.0
5.280683994293213,-38.983076250240856,29.919962277277932,0.0
5.299509048461914,-42.77403916048024,28.177198358806066,0.0
5.318432092666626,-42.559506406069374,28.358254515521253,0.0
5.338795185089111,-43.54975585134025,28.0268813797924,-1.4210854715202004e-14
5.3579511642456055,-47.36367115261328,26.842351126848968,0.0
5.381752014160156,-47.09353954840918,27.466734709501708,0.0
5.399569988250732,-49.18327779341024,27.31606811248278,0.0
5.419851064682007,-49.78664368194126,28.17573959193831,0.0
5.43882417678833,-48.59292129494753,28.91810190190094,0.0
5.4584081172943115,-45.883336805637214,30.780689042604422,0.0
5.478556156158447,-45.60098642636052,31.202505618699547,1.4210854715202004e-14
5.498471021652222,-40.97335747133047,34.67881773441739,0.0
5.518032073974609,-40.811356865809046,35.05677015255611,0.0
5.53823709487915,-40.26536299639457,35.68298406219267,-1.4210854715202004e-14
5.55870509147644,-45.40791092607134,33.97707415154129,0.0
5.578986167907715,-45.69334475935284,33.78567853549691,0.0
5.599605083465576,-45.958530884183745,33.44130176734892,0.0
5.618405103683472,-48.10770916406915,32.13943237120215,1.4210854715202004e-14
5.638058185577393,-49.26375236328698,31.789535340568037,0.0
5.658271074295044,-57.850734725920745,29.791894341396016,0.0
5.678184986114502,-61.330905080185005,28.098449868926565,0.0
5.69991397857666,-63.02821596524814,27.37344740462575,1.4210854715202004e-14
5.721542119979858,-64.09131891275467,26.481768220132324,0.0
5.738088130950928,-67.8108255177483,25.1887918246631,0.0
5.7579710483551025,-67.41355727598983,25.098636695543007,-1.4210854715202004e-14
5.779213190078735,-66.43914463974608,25.8992520242723,0.0
5.799126148223877,-67.66591415111577,25.385606028791045,0.0
5.820569038391113,-67.49583837213186,25.397589808248085,0.0
5.847066164016724,-65.99003673886773,25.1125729408341,1.4210854715202004e-14
5.85811710357666,-66.27986037435755,24.91704732543252,0.0
5.878779172897339,-65.01251692764879,25.152478824101507,0.0
5.89815616607666,-65.99365225748483,25.09474917045557,0.0
5.919561147689819,-67.09108528189961,24.9282398944961,0.0
5.939507007598877,-67.4319585143985,25.37925865149765,0.0
5.958160161972046,-66.17275050532288,25.98435687911831,0.0
5.980273962020874,-64.06866282079204,27.014406331317616,0.0
5.997969150543213,-63.96817376892665,27.70470680479019,0.0
6.019243001937866,-63.180427924012406,28.290047371407866,0.0
6.040013074874878,-63.34517235610929,28.26217785582378,0.0
6.05831503868103,-65.0425533666749,28.035386869186453,0.0
6.083696126937866,-67.11666296008718,27.41887312583856,-1.4210854715202004e-14
6.098113059997559,-67.78105582421995,27.569686673310343,0.0
6.118342161178589,-67.69863510191374,27.82450740045607,0.0
6.137871980667114,-69.14909539593691,27.209825053157573,0.0
6.159615993499756,-71.83431016239496,27.311849619327177,0.0
6.1789710521698,-73.7256614329334,28.460899001460007,0.0
6.198261976242065,-73.96695197729827,28.582265399531963,0.0
6.2183921337127686,-71.98263015968371,30.173678518371574,1.4210854715202004e-14
6.237961053848267,-72.42229303276679,30.106387592128982,0.0
6.258268117904663,-68.46298017878775,31.857501637028236,0.0
6.279256105422974,-65.70042422873746,33.32764581645644,0.0
6.298117160797119,-64.80844420794386,33.43205791772522,0.0
6.319327116012573,-64.23178834831555,33.4743670508268,0.0
6.34431004524231,-63.115495314516295,34.241965677054324,0.0
6.358007192611694,-63.37531420267379,34.09357562371764,0.0
6.3821120262146,-63.65973643759071,33.584855655163935,0.0
6.3980700969696045,-64.1022513868163,32.9468564116185,0.0
6.419504165649414,-65.2233355434957,31.48846149537735,0.0
6.437949180603027,-65.40102110425494,30.798768633604723,0.0
6.458391189575195,-71.83303662257447,26.849339791393078,0.0
6.478206157684326,-71.40305139774767,26.221748740467916,0.0
6.498401165008545,-71.98143517221627,25.472864589065836,0.0
6.518042087554932,-71.75412993270317,24.695210829814556,0.0
6.53870415687561,-74.41030716999893,22.233628383677,-1.4210854715202004e-14
6.558041095733643,-74.3121678920063,22.035659139921876,0.0
6.57946515083313,-78.28524312417062,19.3379842656488,0.0
6.59810209274292,-78.81764880748307,18.9110439430668,1.4210854715202004e-14
6.62207818031311,-79.14574060014957,18.95043446228354,0.0
6.639019012451172,-82.54057431488565,17.17275674138324,1.4210854715202004e-14
6.657828092575073,-82.2179402426903,17.036481238319595,0.0
6.678740978240967,-78.21847768422998,17.558905209612305,0.0
6.698747158050537,-77.3502172553508,17.83690381637402,0.0
6.7187981605529785,-78.26232930863648,16.14276729327105,-1.4210854715202004e-14
